producto_b2b_id,id_interno,sku_base,nombre,descripcion_resumen,category_id,categoria_slug,subcategory_id,subcategoria_slug,classification_status,confidence,evidencia,regla_utilizada
0e7c4deb-4b3a-4dde-a529-2321774c3134,pp_a70d3de9081836193c7df168,,"Botella térmica ""DASH""","Aislamiento Superior para Bebidas Calientes y Frías.Botella doble pared, sellada al vacío.  Interior de acero 304 y exterior de acero 201. Tapa a rosca de acero 201 con anillo de s",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
0ec912c7-2e05-4c87-b7d5-c626038b1458,pp_bad79fbdbada5baf0cc102fb,,"Posavasos de RPET ""KOSTER""","9 x 9 x 0,5 cm. Fieltro de plástico reciclado y Bambú. Set de 10 posavasos. El primero lleva impreso el sello RPET. Soporte de bambú de 10,5 x 10,5 x 5,5 cm Presentación en caja de",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
0fecf1f4-a8f4-47bf-b41b-eb4b83cabe7f,pp_4d5a2915d5e3f24959d92cea,,"Bolsa de algodón ""MOLA""","Un básico versátil para todos los días.Bolsa con fuelle reutilizable bicolor (natural y colores melange). Asas cosidas de 70 x 2,5 cm. del mismo color.Medidas: 38 x 42 x 8 cm. 
Ma",b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,400b5f3e-9149-4497-a58f-43918c24c538,bolsas-tote-shopping,HIGH_CONFIDENCE_EXACT,1.0,match:\bbolsa\b,bolsas-tote-shopping
14704def-1d9e-4547-9d9b-f0370f36a6ec,pp_0c2711088e8616b7bde447bd,,"Libreta ""IBERICA""",Perfecta para los creativos.Libreta espiralada. Tapa recubierta en papel kraft de 120 g. Interior de 70 hojas blancas rayadas de 80 g. Cierre con banda elástica y espiral del mismo,2c4837bb-b5f0-47d3-8bb5-710f16f9a297,libretas-cuadernos,067c4d5d-d3d5-48b2-8678-5300800da356,libretas,HIGH_CONFIDENCE_EXACT,1.0,match:\blibreta\b,libretas
15e4a5f0-fe6e-4295-afe3-2db3bdb8a9bb,pp_a98fd1315ed9bef0302a7dd7,,"Poncho impermeable para lluvia ""RAINY""",127 x 100 cm. Polietileno. Poncho impermeable. Presentación en bolsa de RPET de diferentes colores con cierre ajustable y mosquetón de aluminio color negro.,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'outdoor-deporte-recreacion']",bolsas-tote-shopping/paraguas-impermeables
1853b273-5bb6-405b-9189-ea655cd9d164,pp_98f1f63c7e362f831990add6,,"Bocina bluetooth ""KUGEL""","Sonido compacto, fácil de llevar.Bocina Bluetooth. Estructura esférica plástica color blanco y tela rejilla color gris claro. Cable de carga y conexión USB-C en color blanco. Inclu",73bc893a-e0cb-4f14-a593-2c93353dc50d,tecnologia,1994c87a-63af-4817-a412-2229508a7039,cargadores-cables,HIGH_CONFIDENCE_EXACT,1.0,match:\bcable\b,cargadores-cables
191e7d5a-9196-4dd2-b049-30c89d80b3d6,pp_225549eb725260f8b3099d33,,"Almohada de viaje ""REM""","Tu pausa cómoda, estés donde estésAlmohada cervical. Funda extraible con cierre metálico y capucha incluida. Correas con cierre a presión y mosquetón plásticos para optimizar el gu",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
19a901fd-2465-407b-80cf-a8f0b20cd272,pp_91e47cf912b9074923cf93bf,,Mochila “Winnipeg”,32 x 45 x 7 cm. Capacidad 10 litros. Poliéster 300D (gris) y Poliéster 600D (negro). Mochila portanotebook hasta 15'. Dos bolsillos frontales con cierre. Compartimento principal co,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/bolsas-laptop/libretas
1c4fc305-13d7-4767-a5ed-2a1951d69f41,pp_1110ce5f4f10f110709708ff,,"Botella térmica ""RUBBY""","Tus bebidas a la temperatura perfecta por horas.Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Tapa a rosca de acero 201, interior plástico c",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
1ca9c510-13ab-492b-807f-dd80e2e346a5,pp_445156578714f9db93493008,,"MOCHILA ""FREE FLOW""","28 x 41 x 11 cm. Capacidad 12 litros. Poliester 300D Wulong, Mochila portanotebook de hasta 16 pulgadas. Compartimento principal con bolsillo porta notebook y bolsillos para acceso",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/botellas-cilindros/libretas
1e79986e-6b35-4cb3-81f5-bd04a9b634ab,pp_45d0d73d916457f75dac7909,,"Llavero destapador  ""PORTER""",El gol se grita… y después se destapa.Llavero con destapador abre botellas. Estructura metálica con forma de pelota de fútbol pintada con esmalte brillante de colores negro y blanc,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'hogar-cocina', 'llaveros-identificadores', 'outdoor-deporte-recreacion']",botellas-cilindros/llaveros-metalicos/balones-pelotas
1e81abb9-8a88-4631-a78c-75cdb5f20958,pp_4c82944da4e46f2706b21dae,,"BOTELLA TÉRMICA ""OTAWA I""","Ø 7 x 23,5 cm. Capacidad 500 ml. Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Cuerpo color negro y tapa a rosca de acero. Mantiene hasta 12",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
2005a09f-69dd-47be-b555-2139960c74d1,pp_9e453150afb380245fc361b8,,"Bolso ""WORKOUT MEX""",Capacidad que acompaña cada movimientoBolso deportivo con los colores de la bandera mexicana. Amplio compartimento principal y cierre transversal en color gris. 2 asas y correa aju,,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
20214199-7c27-4d01-9b42-ac33bc0a6c08,pp_48f960fe4fd8d81914daf8af,,Organizador “Wiz”,"51 x 26,5 x 32,5 cm. (abierto). 5 x 26,5 x 32,5 cm (cerrado). Polyester 600D. Organizador. Dos amplios compartimentos de 25,5 cm (aprox) cada uno con dos estructuras de cartón que ",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
20781bda-8dd4-4e9e-89fc-7ed410e5aba8,pp_b725334cfed342335b5b98be,,"Botella térmica ""STYLE""","Ø 6,8 x 24,5 cm. Capacidad 500 ml. Acero inoxidable. Botella Vacuum. Interior en acero 304 y exterior en acero 201. Acabado satinado mate. Detalle de agarre siliconado gris.. Manti",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
2088bbe2-5a7a-48df-9025-a69ca0b14651,pp_5b70934f0acc5241d75bee9b,,"Botella ""ARMIN""","Ø 7,3 x 24 cm. Capacidad 750 ML. Aluminio. Tapa metálica con detalles en bambú y manija de acero para ser transportada. Anillo de silicona antiderrame. Presentación en caja de rega",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dd7255b0-a98b-422a-be20-4f478e9da9d7,botellas-cilindros,HIGH_CONFIDENCE_EXACT,1.0,match:botella,botellas-cilindros
210afea8-ccdf-42aa-bfd9-abb5dba65e71,pp_144b943f89203886316a76e4,,"Mochila ""FORCE 7""",Estilo y funcionalidad en cada viaje.Mochila portanotebook de hasta 16 pulgadas.  Cuenta con tres compartimentos: Compartimento posterior con bolsillo acolchado portanotebook con c,,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
218ee511-8e86-4192-8d23-891f5ab857c6,pp_4edff77cea3d31678ba0144a,,"SET DE RESALTADORES ""SENSATION""","8,5 x 2 x 5 cm. Plástico. Set de 3 resaltadores de cera. Estuche plástico transparente.",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
226fefd2-7baa-4e9e-8206-c2a1002bf720,pp_5835075c62fc03b7891bd4b1,,"Set de juegos ""JAVFAN""","17 x 17 x 4 cm. Madera, papel plastificado y plástico. Set de entretenimiento múltiple. Incluye: 1 juego de cartas de poker + 1 juego de ajedrez de 32 piezas en madera de schima (1",dcf767d4-2f29-4904-923a-fc6a1d4f373e,outdoor-deporte-recreacion,22d6181d-1180-45bc-9399-cade08cd6066,juegos-recreacion,HIGH_CONFIDENCE_EXACT,1.0,match:\bjuego\b,juegos-recreacion
22d1809b-4653-4770-b9e4-d3d8dfb1da06,pp_467da472746ae5e9c6273833,,"TERMO ""HYDRO II""","Ø 7,3 x 26 cm. Capacidad 650 ml. Acero inoxidable. Botella doble pared, sellada al vacío. Interior en acero 304 y exterior en acero 201. Tapa de acero a rosca con manija rebatible ",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:\btermo\b,termos
236e5844-2b40-4190-a54d-6ad7b1e46623,pp_145c955f343c5382973e104d,,"Carpeta con cierre ""ELEVATOR""",26 x 35 x 3 cm. Poliuretano. Carpeta con cierre. Contiene 1 bloc de 20 hojas lisas tamaño A4. Porta bolígrafo. Bolsillo externo. Compartimentos internos para 7 tarjetas. Sobre con ,12fa2e5e-99c9-4a71-9483-c2e2b5b5a8c5,boligrafos,ce1e16a3-f1f3-493f-aeb8-a8f254c6ea55,boligrafos-plasticos,HIGH_CONFIDENCE_EXACT,1.0,match:\bboligrafo\b,boligrafos-plasticos
2459577b-bc4c-4610-b4d1-5072097a1819,pp_e4ab7e4879852dfe7ee21ccb,,"MUG ""DYKER""","Ø 8,5 x 18 cm. Capacidad 600 ml. Plástico y acero inoxidable. Doble pared. Interior de polipropileno (PP) y exterior combinado con acero inoxidable 201. Tapa plástica transparente ",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
256efd62-d066-467b-9f82-4e98e4586b02,pp_d5d8cb57dea7b1adff3f562a,,"Tarjeta multiherramienta ""INDIANA""","Prepárate para cualquier situación.Tarjeta multiherramienta de supervivencia portátil. Concentra 11 funciones en 1: abrelatas, cuchillo, destornillador plano, regla, abridor de bot",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'herramientas-auto']",botellas-cilindros/herramientas-multiusos
26544135-4061-46f5-8045-659ebb4d922f,pp_d2ed2fcd9567203a5918c321,,"Mug térmico ""CAPOF""","Disfruta cada sorbo, donde sea.Mug doble pared, sellado al vacío. Mug con aislamiento térmico. Tecnología vacuum. Interior en acero 304 y exterior en acero 201. Tapa de polipropile",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
26ed663d-39ee-4f56-ba46-ce2e96a2951b,pp_a6ef419a5a112ad5f5aab764,,"Botella térmica ""ALLY""","Ø 7 cm x 23 cm. Acero inoxidable. Capacidad 450 ml. Botella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Pintura acabado mate. Tapa en PP con traba",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
271fe175-d118-4840-9285-6c85583e7a25,pp_452415d2e048de3a3f3c5a81,,"SET DE VINOS ""BAMBOO""","23 x 13 x 5 cm. Caja de bambú, cierre metálico con set de 5 piezas de bar: Sacacorchos, Tapón, Termómetro, Anillo cortagota y Tapón vertedor.",a9a77a11-d44e-4d23-a182-ab25fd11e3f9,hogar-cocina,41d648ff-6083-410b-9fd7-5567e4e5dd49,sacacorchos-bar,HIGH_CONFIDENCE_EXACT,1.0,match:sacacorcho,sacacorchos-bar
275f0547-05fa-4d68-a9e8-5412eeff7612,pp_f8add0d9a039f1b7b9446439,,Audífonos bluetooth “Funn”,"Plástico. Audífonos bluetooth. Cable de 57,5 cm aprox. Sujeción deportiva que asegura una buena fijación. Botones para aumentar / disminuir el volumen, aceptar y rechazar una llama",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'tecnologia']",cosmetiqueras-pouches/deportivas-duffel/cargadores-cables
277f538b-1036-4fde-b692-0dcc03aece0e,pp_62e2968b7904868f47e19afb,,"Bolsa de yute ""YEYE""","Práctico con identidad natural.Bolsa de yute laminado con fuelle. Color natural. Asas de cordón de algodón de Ø 1,5 x 35 cm.Medidas: 30 x 30 x 15 cm. 
Capacidad: 13 litros
Materi",b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,400b5f3e-9149-4497-a58f-43918c24c538,bolsas-tote-shopping,HIGH_CONFIDENCE_EXACT,1.0,match:\bbolsa\b,bolsas-tote-shopping
28d95be0-2684-4c30-be92-4a284b45956c,pp_b8ddaa98e1aa901b939eef4a,,"Trofeo ""WINNER IV""","Elegancia que honra el mérito.Trofeo de vidrio facetado simil cristal. Medidas: 13,5 x 5,5 x 2,5 cm. 
Materiales: Vidrio K9. 
Peso: 0,4 kg. 
Presentación: en estuche color negro",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
2a3345a9-ffa8-4c0e-b15e-166ea7e861aa,pp_6aadadca9ce2c2207d0c0a5e,,"llavero destapador ""OPENER""","Elegante y práctico, el infaltable de bolsillo.Llavero destapador con correa de poliester color negro de 2.5 x 1.5cm. Pintura acabado brillante. Medidas: 9,5 x 1,9 cm. 
Materiales",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['hogar-cocina', 'llaveros-identificadores']",llaveros-metalicos/destapadores
2b68fbc5-f9d5-4dad-852f-6da3a95ad9c9,pp_a6f40e21d2bc2f22c575ef49,,"Botella térmica ""ULTRA""","Temperatura que perdura, todo el díaBotella doble pared, sellada al vacío. Interior de acero 304 y exterior de acero 201. Pintura Powder coat (pintura más duradera y resistente a l",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dafde7ec-418f-4071-af3e-3ddc803feaa0,termos,HIGH_CONFIDENCE_EXACT,1.0,match:termic,termos
2dfe7dec-e0a1-430b-9804-ba533b004e03,pp_b25f5c6d2b84783cb1331988,,MEMO BOX ESPIRAL,"7,5 x 2 x 7 cm Cartón. Material reciclado. 5 blocs de 25 notas adhesivas rectangulares grandes. 5 blocs de 25 notas adhesivas rectangulares chicas estilo banderitas. Anillado metál",,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
2fb15141-24cb-43e7-b659-17b76abb98ec,pp_a484509c4f4bedd5f5ab764d,,"MOCHILA ""NET&TECH""","31 x 42 x 15 cm. Capacidad 17 litros. Poliéster 300D. Mochila Portanotebook de 14 "". Compartimento con espacio para notebook, bolsillo para tablet. En el frente bolsillo con cierre",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bolsas-mochilas-viaje', 'libretas-cuadernos']",mochilas-backpacks/libretas
30466802-b2ac-4efc-95c1-67c25f429854,pp_8c390e325c83cef012e7965c,,"Set ejecutivo ""DARK BOX""","Sorprende con un kit sofisticado, ideal para dar la bienvenida o celebrar momentos especiales.Caja de regalo compuesta por 3 artículos:
- 1 bolígrafo retráctil, cuerpo de aluminio",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['boligrafos', 'libretas-cuadernos']",libretas/boligrafos-metalicos/boligrafos-plasticos
31c9cf6d-1bb4-41d9-911c-1bab115971c0,pp_adf5619a7e27d6b0710dd403,,"Carry on ""MOU""","Todo lo esencial, siempre a bordo.Valija / Maleta de cabina pequeña. 8 ruedas con giro 360°. Manija de transporte reforzada y engomada. Mango extensible hasta 48 cm. 2 posiciones. ",b55ad3e5-2743-444f-b101-3702f81d55f6,bolsas-mochilas-viaje,e7907aaa-d27a-4318-b918-72a395c0e946,viaje-equipaje,HIGH_CONFIDENCE_EXACT,1.0,match:\bmaleta\b,viaje-equipaje
336a2e79-e0fe-47a5-9c7d-716bded1d0b2,pp_ab396daf98f371e1e7c55cd9,,"BOTELLA ""DRINKER""","Clásica e Ideal para cualquier ocasión.Botella de aluminio con manija de agarre en la tapa, popote plástico y boquilla rebatible. Tapa a rosca de plástico. Medidas: Ø 7 x 25 cm. 
",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,dd7255b0-a98b-422a-be20-4f478e9da9d7,botellas-cilindros,HIGH_CONFIDENCE_EXACT,1.0,match:botella,botellas-cilindros
338b0de9-7af3-4436-9563-51890653b00f,pp_5374db9428f1752e6dd3514d,,"Adaptador HUB multipuerto ""HUBERT""","Un solo adaptador, muchas solucionesMini adaptador HUB multipuerto. Entrada: 1 x USB-A / 1 x USB-C. Salida: 2 x USB-A / 2 x USB-C con conectores rebatibles.Medidas: 5,2 x 4,6 x 1,3",73bc893a-e0cb-4f14-a593-2c93353dc50d,tecnologia,1994c87a-63af-4817-a412-2229508a7039,cargadores-cables,HIGH_CONFIDENCE_EXACT,1.0,match:\bhub\b,cargadores-cables
34f13eb9-5e6c-4fc4-8f74-37d8e062ab8e,pp_9eaa025d29c4026c3a966252,,Mug “Odolné”,"Ø 8,5 x 13,3 cm. Capacidad 350 ml. Acero inoxidable. Mug doble pared. Interior de acero 304 y exterior de acero 201. Tapa plástica transparente a presión con anillo de silicona. Ma",5a9b91cb-607f-45fa-bcd4-c1c1a782a8c1,bebidas-termos-vasos,3ac4291e-53ab-4bdc-b42a-9fc84648ba4f,tazas-mugs,HIGH_CONFIDENCE_EXACT,1.0,match:\bmug\b,tazas-mugs
3516a221-7ee9-46d1-a937-549d10151898,pp_f45260e22628026e840871e5,,"Tabla de corte ""BAMBOARD""",43 x 32 x 1.8 cm. Tabla de corte en Bambú. Tres compartimentos para armar botanas y llevarlas directo a la mesa. Transportable con manija incluida. Presentación en caja de regalo.,,,,,MANUAL_REVIEW_NO_SIGNAL,0.0,sin señal léxica,no_rule
36416d86-a244-4f1f-a509-cdf980184b23,pp_78d4df07acf39d5e8e7bd05f,,"TOALLA ""CHILLING""","Medidas toalla 79 x 29 cm / Medidas frasco: Ø6,5 x 17 cm. Políester. Toalla de enfriamiento en un estuche de plástico transparente. Para un efecto refrescante humedezca la toalla c",,,,,MANUAL_REVIEW_AMBIGUOUS,0.4,"multi_cat: ['bebidas-termos-vasos', 'textiles-ropa']",botellas-cilindros/toallas-textiles
